number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_group,room_type,price
0.003683241252302026,0.3571428571428571,0.9643835616438357,0.25,0.0,199
0.01289134438305709,0.16666666666666666,0.0,0.0,0.0,35
0.11602209944751382,0.023809523809523808,0.0,0.0,0.5,119
0.022099447513812154,0.2857142857142857,0.9972602739726028,0.0,0.0,169
0.0,0.023809523809523808,0.6136986301369863,0.0,1.0,40
0.04419889502762431,0.0,0.6767123287671233,0.5,0.0,150
0.009208103130755065,0.0,0.7397260273972602,0.0,0.5,189
0.0055248618784530384,0.0,0.8712328767123287,0.25,0.0,125
0.06998158379373849,0.0,0.0,0.75,0.0,60
0.001841620626151013,0.023809523809523808,0.2273972602739726,0.75,0.0,45
0.0055248618784530384,0.07142857142857142,0.9917808219178083,0.5,1.0,28
0.029465930018416207,0.6904761904761905,0.947945205479452,0.0,1.0,35
0.003683241252302026,0.07142857142857142,0.0,0.25,0.0,109
0.014732965009208104,0.07142857142857142,0.0,0.0,0.0,45
0.020257826887661142,0.07142857142857142,0.0,0.0,0.0,40
0.0,0.23809523809523805,0.9835616438356164,0.25,0.0,300
0.11786372007366483,0.023809523809523808,0.0,0.0,1.0,25
0.034990791896869246,0.047619047619047616,0.24657534246575344,0.25,1.0,45
0.0570902394106814,0.09523809523809523,0.9232876712328767,0.75,0.0,85
0.06077348066298343,0.09523809523809523,1.0,0.75,0.0,80
0.02394106813996317,0.09523809523809523,0.9808219178082191,0.75,0.0,50
0.003683241252302026,0.30952380952380953,0.24657534246575344,0.75,0.0,93
0.09760589318600368,0.047619047619047616,0.7232876712328767,0.0,0.0,70
0.18968692449355434,0.11904761904761904,1.0,0.25,0.0,50
0.003683241252302026,0.0,0.8821917808219178,0.25,0.0,358
0.24677716390423574,0.023809523809523808,0.6821917808219178,0.75,0.5,120
0.0570902394106814,0.0,0.0027397260273972603,0.0,0.0,28
0.0,0.023809523809523808,0.5178082191780822,0.0,0.0,70
0.040515653775322284,0.09523809523809523,0.863013698630137,0.25,0.0,100
0.0,0.023809523809523808,0.5780821917808219,0.0,1.0,40
0.0,0.0,0.9972602739726028,0.75,0.0,95
0.0,0.11904761904761904,0.904109589041096,0.25,0.0,400
0.022099447513812154,0.047619047619047616,0.9972602739726028,0.0,0.0,58
0.4548802946593002,0.023809523809523808,0.4410958904109589,0.25,0.0,70
0.143646408839779,0.0,1.0,0.0,0.5,150
0.10128913443830571,0.07142857142857142,0.5589041095890411,0.25,1.0,65
0.0,0.0,0.8684931506849315,0.25,0.0,260
0.04419889502762431,0.023809523809523808,0.4931506849315069,0.0,0.0,149
0.06629834254143646,0.0,0.410958904109589,0.75,0.5,80
0.04788213627992634,0.023809523809523808,1.0,0.75,1.0,37
0.003683241252302026,0.3571428571428571,1.0,0.25,0.0,199
0.03314917127071823,0.047619047619047616,0.9972602739726028,0.25,0.0,339
0.02578268876611418,0.047619047619047616,0.8575342465753425,0.75,0.0,70
0.17495395948434622,0.0,0.6136986301369863,0.25,0.0,118
0.0,0.023809523809523808,0.07671232876712329,0.0,1.0,39
0.007366482504604052,0.3571428571428571,0.4602739726027397,0.25,0.0,99
0.022099447513812154,0.047619047619047616,0.4931506849315069,0.75,0.0,53
0.11049723756906078,0.11904761904761904,0.8273972602739726,0.0,0.0,84
0.02394106813996317,0.047619047619047616,0.7232876712328767,0.0,0.0,50
0.4622467771639043,0.047619047619047616,0.18904109589041096,0.0,0.0,45
0.007366482504604052,0.023809523809523808,0.4383561643835616,0.0,0.0,59
0.011049723756906077,0.047619047619047616,0.9397260273972603,0.0,0.0,49
0.020257826887661142,0.2857142857142857,0.23287671232876714,0.0,1.0,24
0.12338858195211787,0.0,0.6986301369863014,0.0,0.5,129
0.001841620626151013,0.047619047619047616,0.7397260273972602,0.25,0.0,100
0.0,0.07142857142857142,0.0,0.25,0.5,310
0.45119705340699817,0.1904761904761905,0.9287671232876712,0.0,0.0,65
0.009208103130755065,0.0,0.0,0.75,0.5,220
0.03683241252302026,0.07142857142857142,0.8821917808219178,0.25,0.5,219
0.17495395948434622,0.023809523809523808,0.9342465753424658,0.75,0.5,257
0.02394106813996317,0.11904761904761904,1.0,0.25,0.0,50
0.0,0.07142857142857142,0.9835616438356164,0.75,0.0,139
0.03130755064456722,0.047619047619047616,0.4383561643835616,0.75,0.5,175
0.2928176795580111,0.0,0.6821917808219178,0.25,0.0,140
0.06998158379373849,0.023809523809523808,0.9945205479452055,0.75,0.0,60
0.26703499079189685,0.16666666666666666,0.936986301369863,0.25,0.0,85
0.18232044198895028,0.09523809523809523,0.9342465753424658,0.75,0.0,50
0.06445672191528545,0.11904761904761904,0.4273972602739726,0.25,0.0,119
0.03683241252302026,0.0,0.9397260273972603,0.5,0.0,60
0.0,0.07142857142857142,0.8794520547945206,0.25,0.0,100
0.001841620626151013,0.023809523809523808,0.9863013698630138,0.0,0.0,75
0.0055248618784530384,0.0,0.23287671232876714,0.75,0.0,65
0.0,0.047619047619047616,0.7013698630136986,0.25,0.0,100
0.0,0.047619047619047616,0.9808219178082191,0.75,0.0,35
0.10865561694290976,0.023809523809523808,0.4767123287671233,0.25,1.0,75
0.1712707182320442,0.07142857142857142,1.0,0.0,0.0,149
0.001841620626151013,0.023809523809523808,0.936986301369863,0.0,0.5,282
0.0,0.047619047619047616,0.7561643835616438,0.25,0.0,100
0.001841620626151013,0.0,0.9123287671232877,0.0,0.0,50
0.0,0.023809523809523808,0.06301369863013699,0.25,1.0,69
0.04972375690607735,0.5952380952380951,0.8958904109589041,0.25,0.0,179
0.053406998158379376,0.023809523809523808,0.4931506849315069,0.0,0.0,119
0.0,0.3571428571428571,1.0,0.25,0.0,199
0.020257826887661142,0.047619047619047616,0.4821917808219178,0.75,0.0,53
0.14732965009208104,0.07142857142857142,0.8767123287671232,0.75,0.0,60
0.001841620626151013,0.21428571428571427,0.9561643835616438,0.25,0.0,375
0.01289134438305709,0.11904761904761904,0.9643835616438357,0.75,0.0,99
0.001841620626151013,0.047619047619047616,1.0,0.25,0.0,250
0.09392265193370167,0.0,0.0027397260273972603,0.25,0.5,209
0.03314917127071823,0.0,0.0,0.25,0.0,99
0.18047882136279927,0.0,0.4931506849315069,0.75,0.0,65
0.020257826887661142,0.0,0.4547945205479452,0.0,0.0,48
0.1988950276243094,0.023809523809523808,0.8904109589041096,0.25,1.0,65
0.007366482504604052,0.6666666666666666,0.4904109589041096,0.25,0.5,179
0.02578268876611418,0.09523809523809523,0.9561643835616438,0.25,1.0,60
0.0,0.023809523809523808,0.6712328767123288,0.0,1.0,40
0.0,0.0,0.9561643835616438,0.25,0.0,358
0.007366482504604052,0.14285714285714282,0.4821917808219178,0.25,0.0,330
0.13443830570902396,0.09523809523809523,0.7643835616438356,0.75,0.0,54
0.014732965009208104,0.023809523809523808,1.0,0.25,1.0,75
0.003683241252302026,0.30952380952380953,0.9726027397260274,0.75,0.0,165
0.11602209944751382,0.023809523809523808,0.9753424657534246,0.75,0.0,120
0.09392265193370167,0.0,0.7479452054794521,0.0,0.0,39
0.0,0.14285714285714282,0.4904109589041096,0.25,0.0,375
0.014732965009208104,0.023809523809523808,0.8438356164383561,0.75,1.0,23
0.141804788213628,0.0,0.8493150684931506,0.25,0.0,85
0.009208103130755065,0.0,0.0,0.0,0.0,48
0.43646408839779005,0.047619047619047616,0.1917808219178082,0.0,0.0,59
0.0,0.11904761904761904,0.9123287671232877,0.25,0.0,210
0.0,0.1904761904761905,0.9972602739726028,0.25,0.0,100
0.34806629834254144,0.14285714285714282,0.6712328767123288,0.25,0.0,155
0.009208103130755065,0.07142857142857142,0.1643835616438356,0.5,1.0,28
0.0423572744014733,0.0,0.5589041095890411,0.0,0.0,65
0.0055248618784530384,0.11904761904761904,0.30684931506849317,0.75,0.0,85
0.9392265193370166,0.0,0.9342465753424658,0.75,0.0,48
0.0,0.023809523809523808,0.8136986301369863,0.25,0.0,100
0.4125230202578269,0.0,0.2191780821917808,0.75,1.0,38
0.04972375690607735,0.09523809523809523,0.8465753424657534,0.75,0.0,80
0.003683241252302026,0.5952380952380951,0.9945205479452055,0.25,0.0,129
0.003683241252302026,0.0,0.904109589041096,0.5,0.0,69
0.007366482504604052,0.0,0.4547945205479452,0.0,0.0,48
0.13996316758747698,0.09523809523809523,0.6273972602739726,0.75,0.0,55
0.7679558011049724,0.0,0.9260273972602739,0.75,0.0,48
0.0,0.07142857142857142,0.8794520547945206,0.25,0.0,300
0.0,0.21428571428571427,1.0,0.25,0.0,100
0.5359116022099448,0.047619047619047616,0.07123287671232877,0.0,0.0,79
0.02578268876611418,0.0,0.0,0.0,0.0,58
0.009208103130755065,0.023809523809523808,0.9972602739726028,0.0,0.5,450
0.03683241252302026,0.047619047619047616,0.29315068493150687,0.75,0.0,55
0.02394106813996317,0.6904761904761905,1.0,0.0,1.0,39
0.10865561694290976,0.023809523809523808,0.8602739726027397,0.25,1.0,70
0.13627992633517497,0.0,0.2410958904109589,0.75,0.0,78
0.03130755064456722,0.023809523809523808,0.4767123287671233,0.0,0.0,79
0.0,0.07142857142857142,0.873972602739726,0.75,0.0,99
0.02394106813996317,0.047619047619047616,0.24383561643835616,0.25,1.0,55
0.014732965009208104,0.2857142857142857,0.6164383561643836,0.25,0.5,163
0.13259668508287292,0.047619047619047616,0.0,0.0,0.0,41
0.0055248618784530384,0.5952380952380951,0.9863013698630138,0.25,0.0,199
0.011049723756906077,0.0,0.8849315068493151,0.75,0.0,99
0.022099447513812154,0.09523809523809523,0.9561643835616438,0.25,1.0,85
0.02578268876611418,0.047619047619047616,0.4849315068493151,0.75,0.0,65
0.058931860036832415,0.2857142857142857,0.2273972602739726,0.0,1.0,30
0.0,0.3571428571428571,1.0,0.25,0.0,219
0.01841620626151013,0.09523809523809523,0.0547945205479452,0.0,0.5,139
0.0,0.1904761904761905,0.9342465753424658,0.25,0.0,100
0.07734806629834254,0.0,0.4191780821917808,0.75,0.0,55
0.19705340699815838,0.0,0.08767123287671233,0.75,0.0,100
0.01289134438305709,0.0,0.5068493150684932,0.25,0.0,150
0.014732965009208104,0.2857142857142857,0.7315068493150685,0.25,0.5,120
0.02578268876611418,0.07142857142857142,0.6575342465753424,0.75,0.5,261
0.007366482504604052,0.09523809523809523,0.9972602739726028,0.25,1.0,69
0.06445672191528545,0.023809523809523808,0.4246575342465753,0.0,0.0,43
0.3388581952117864,0.0,0.9917808219178083,0.0,0.0,46
0.4677716390423573,0.0,0.6082191780821918,0.0,0.0,90
0.001841620626151013,0.023809523809523808,1.0,0.0,0.0,89
0.18968692449355434,0.11904761904761904,0.9972602739726028,0.25,0.0,64
0.0055248618784530384,0.5,0.936986301369863,0.0,0.0,50
0.06261510128913444,0.0,0.40273972602739727,0.0,0.5,330
0.027624309392265196,0.023809523809523808,0.8904109589041096,0.0,0.0,75
0.03130755064456722,0.047619047619047616,0.19726027397260273,0.25,1.0,45
0.003683241252302026,0.047619047619047616,0.9917808219178083,0.25,1.0,77
0.014732965009208104,0.0,0.989041095890411,0.25,1.0,75
0.1731123388581952,0.023809523809523808,0.9123287671232877,0.75,0.5,99
0.0055248618784530384,0.0,0.0958904109589041,0.75,0.0,49
0.4088397790055249,0.1904761904761905,0.7945205479452054,0.0,0.0,85
0.001841620626151013,0.6666666666666666,0.0,0.0,0.5,350
0.15101289134438306,0.0,0.0,0.25,0.0,110
0.040515653775322284,0.023809523809523808,0.0,0.75,0.0,70
0.0055248618784530384,0.6666666666666666,0.4904109589041096,0.25,0.5,225
0.03314917127071823,0.5952380952380951,0.9972602739726028,0.25,0.0,179
0.020257826887661142,0.09523809523809523,0.936986301369863,0.75,0.0,50
0.1141804788213628,0.11904761904761904,0.43561643835616437,0.0,0.0,39
0.03867403314917127,0.0,0.23835616438356164,0.25,0.5,180
0.0,0.023809523809523808,0.16986301369863013,0.75,0.0,55
0.020257826887661142,0.023809523809523808,0.46301369863013697,0.25,1.0,90
0.011049723756906077,0.2857142857142857,0.9808219178082191,0.0,0.0,139
0.003683241252302026,0.047619047619047616,0.0,0.25,0.0,415
0.07918968692449356,0.0,0.7753424657534247,0.0,0.0,65
0.03683241252302026,0.0,1.0,0.25,1.0,75
0.027624309392265196,0.023809523809523808,0.37534246575342467,0.75,0.0,80
0.0,0.0,0.0,0.25,0.0,200
0.040515653775322284,0.09523809523809523,0.7753424657534247,0.25,0.0,249
0.0,0.1904761904761905,0.9808219178082191,0.25,0.0,100
0.0055248618784530384,0.2857142857142857,0.21095890410958903,0.0,1.0,35
0.10681399631675875,0.14285714285714282,0.043835616438356165,0.0,0.0,56
0.01289134438305709,0.047619047619047616,1.0,0.0,1.0,38
0.0,0.23809523809523805,0.5506849315068493,0.25,0.0,100
0.06261510128913444,0.0,0.7178082191780822,0.75,0.0,80
0.009208103130755065,0.047619047619047616,0.1726027397260274,0.25,0.0,91
0.020257826887661142,0.047619047619047616,0.06301369863013699,0.25,0.0,60
0.0994475138121547,0.16666666666666666,0.6876712328767123,0.25,0.0,110
0.2965009208103131,0.023809523809523808,0.452054794520548,0.25,0.0,110
0.0,0.21428571428571427,0.9589041095890412,0.25,0.0,450
0.007366482504604052,0.023809523809523808,1.0,0.25,0.5,1075
0.0847145488029466,0.2857142857142857,0.936986301369863,0.0,0.0,139
0.01841620626151013,0.2857142857142857,0.4986301369863014,0.25,0.5,137
0.09576427255985268,0.023809523809523808,0.1095890410958904,0.25,0.5,96
0.3701657458563536,0.14285714285714282,0.6575342465753424,0.25,0.0,155
0.01841620626151013,0.07142857142857142,0.7534246575342466,0.75,0.0,129
0.027624309392265196,0.11904761904761904,0.9534246575342465,0.75,0.0,79
0.0,0.07142857142857142,0.8465753424657534,0.25,0.0,100
0.01289134438305709,0.07142857142857142,0.3835616438356164,0.0,0.0,55
0.35174953959484345,0.023809523809523808,0.9205479452054794,0.75,0.0,65
0.014732965009208104,0.07142857142857142,0.8547945205479452,0.25,0.5,299
0.02578268876611418,0.07142857142857142,0.34794520547945207,0.0,0.0,39
0.0,0.0,0.052054794520547946,0.75,0.0,80
0.03130755064456722,0.6904761904761905,1.0,0.0,1.0,38
0.19152854511970535,0.0,0.9643835616438357,0.0,1.0,35
0.001841620626151013,0.0,0.4767123287671233,0.0,0.5,330
0.01289134438305709,0.047619047619047616,0.810958904109589,0.25,0.0,100
0.11970534069981584,0.07142857142857142,0.8767123287671232,0.75,1.0,39
0.02578268876611418,0.0,0.8493150684931506,0.75,0.0,37
0.014732965009208104,0.047619047619047616,0.038356164383561646,0.0,0.0,300
0.001841620626151013,0.023809523809523808,1.0,0.25,0.5,820
0.17679558011049723,0.0,0.0,0.75,0.0,50
0.0,0.30952380952380953,1.0,0.75,0.0,135
0.0,0.1904761904761905,0.9616438356164384,0.25,0.0,100
0.001841620626151013,0.07142857142857142,0.0,0.25,0.0,94
0.0,0.21428571428571427,0.9917808219178083,0.25,0.0,500
0.05524861878453039,0.023809523809523808,1.0,0.75,0.0,90
0.03867403314917127,0.047619047619047616,0.8575342465753425,0.75,0.0,80
0.0,0.21428571428571427,0.9726027397260274,0.25,0.0,450
0.0,0.047619047619047616,0.6301369863013698,0.25,0.0,100
0.0,0.6666666666666666,1.0,0.0,0.0,119
0.016574585635359115,0.047619047619047616,0.4931506849315069,0.0,0.0,60
0.13627992633517497,0.09523809523809523,0.7698630136986302,0.75,0.0,58
0.020257826887661142,0.2857142857142857,0.24383561643835616,0.0,1.0,35
0.03683241252302026,0.047619047619047616,0.1452054794520548,0.0,0.0,55
0.19705340699815838,0.0,0.9452054794520548,0.0,0.0,30
0.007366482504604052,0.0,0.24383561643835616,0.75,0.5,225
0.10313075506445672,0.07142857142857142,0.09315068493150686,0.75,1.0,39
0.022099447513812154,0.07142857142857142,0.7726027397260274,0.75,0.0,89
0.003683241252302026,0.047619047619047616,0.46301369863013697,0.0,0.0,48
0.014732965009208104,0.07142857142857142,0.8356164383561644,0.75,0.5,48
0.0,0.07142857142857142,0.0,0.25,0.5,261
0.009208103130755065,0.5952380952380951,0.9917808219178083,0.25,0.0,199
0.2707182320441989,0.0,0.8,0.25,0.0,82
0.001841620626151013,0.023809523809523808,1.0,0.75,0.0,90
0.016574585635359115,0.023809523809523808,1.0,0.25,0.5,750
0.10313075506445672,0.0,0.10136986301369863,0.0,0.0,40
0.11602209944751382,0.07142857142857142,0.536986301369863,0.25,1.0,65
0.0,0.0,0.057534246575342465,0.75,0.5,126
0.0,0.11904761904761904,0.0273972602739726,0.25,0.0,250
0.0,0.6666666666666666,0.9972602739726028,0.0,0.5,306
0.06077348066298343,0.023809523809523808,0.0027397260273972603,0.0,0.0,38
0.011049723756906077,0.0,0.25753424657534246,0.75,0.0,50
0.15285451197053407,0.16666666666666666,0.1506849315068493,0.0,0.0,51
0.0055248618784530384,0.07142857142857142,0.9945205479452055,0.5,1.0,28
0.0,0.11904761904761904,0.989041095890411,0.25,0.0,350
0.03314917127071823,0.047619047619047616,0.1643835616438356,0.5,1.0,28
0.003683241252302026,0.047619047619047616,0.9917808219178083,0.25,1.0,75
0.0,0.5,1.0,0.0,0.0,50
0.21915285451197053,0.023809523809523808,0.5616438356164384,0.0,0.0,55
0.016574585635359115,0.0,0.0821917808219178,0.25,0.0,99
0.0,0.5952380952380951,0.9945205479452055,0.25,0.0,299
0.007366482504604052,0.0,0.0,0.25,0.0,51
0.06261510128913444,0.0,0.13424657534246576,0.75,0.0,80
0.03314917127071823,0.07142857142857142,0.6602739726027397,0.0,0.0,54
0.01289134438305709,0.0,0.23287671232876714,0.75,0.0,55
0.02394106813996317,0.5952380952380951,0.989041095890411,0.25,0.0,179
0.011049723756906077,0.07142857142857142,0.23835616438356164,0.25,0.0,249
0.24861878453038674,0.0,0.9616438356164384,0.0,1.0,45
0.07550644567219153,0.047619047619047616,0.14794520547945206,0.0,0.0,99
0.007366482504604052,0.3571428571428571,0.9753424657534246,0.25,0.0,219
0.03867403314917127,0.0,0.6904109589041096,0.0,0.0,48
0.016574585635359115,0.023809523809523808,0.5589041095890411,0.75,0.0,75
0.09576427255985268,0.07142857142857142,0.5616438356164384,0.25,1.0,69
0.009208103130755065,0.0,1.0,0.0,1.0,50
0.0,0.047619047619047616,0.9534246575342465,0.25,0.0,100
0.034990791896869246,0.047619047619047616,0.1452054794520548,0.0,0.0,55
0.40147329650092084,0.023809523809523808,0.5041095890410959,0.25,0.0,70
0.022099447513812154,0.6904761904761905,0.9863013698630138,0.0,1.0,38
0.034990791896869246,0.07142857142857142,0.4794520547945206,0.0,0.0,51
0.16574585635359115,0.16666666666666666,0.1726027397260274,0.0,0.0,54
0.14917127071823205,0.11904761904761904,0.6027397260273972,0.0,0.0,39
0.0055248618784530384,0.0,0.9808219178082191,0.25,0.0,99
0.04419889502762431,0.5952380952380951,0.4246575342465753,0.25,0.0,199
0.0,0.07142857142857142,0.0,0.25,0.5,275
0.003683241252302026,0.047619047619047616,1.0,0.25,1.0,79
0.0,0.3571428571428571,0.5178082191780822,0.25,0.0,199
0.014732965009208104,0.0,0.2602739726027397,0.25,0.0,138
0.01289134438305709,0.047619047619047616,0.0027397260273972603,0.25,0.0,140
0.0055248618784530384,0.2857142857142857,0.7041095890410959,0.25,0.5,120
0.014732965009208104,0.6666666666666666,0.4904109589041096,0.25,0.5,225
0.35359116022099446,0.0,0.6712328767123288,0.25,0.0,64
0.022099447513812154,0.0,0.32602739726027397,0.0,0.0,70
0.0,0.16666666666666666,0.0547945205479452,0.0,0.5,2103
0.05156537753222836,0.047619047619047616,0.8986301369863013,0.25,0.0,180
0.2136279926335175,0.0,0.7424657534246576,0.25,0.5,122
0.007366482504604052,0.0,0.4383561643835616,0.25,0.0,150
0.07550644567219153,0.09523809523809523,0.8821917808219178,0.75,0.0,49
0.0718232044198895,0.0,0.23013698630136986,0.75,0.0,48
0.18047882136279927,0.0,0.0,0.0,0.0,33
0.14917127071823205,0.023809523809523808,0.23287671232876714,0.75,0.0,70
0.003683241252302026,0.07142857142857142,0.5178082191780822,0.0,0.0,85
0.13443830570902396,0.11904761904761904,0.09041095890410959,0.0,0.0,39
0.11049723756906078,0.047619047619047616,0.6164383561643836,0.25,1.0,80
0.001841620626151013,0.14285714285714282,0.4876712328767123,0.25,0.0,329
